Primary Key,Order Date,Manufacturer,Product Category,Complaint,Part Description,Cost_Numeric,Actual Hours,Year
SO0058682-1,2023-05-31,PASEIH,SPRAYS,HYD. LEAK ON HYD. TANK.,OIL HV46 5GAL HYDRAULIC,162.94,4.1799,2023
SO0058682-2,2023-05-31,PASEIH,SPRAYS,50 HOUR SERVICE.  CHANGE HUB LUBE ON FOUR HUBS. PLUGGED LOOKED NORMAL FLASHING.CHANGE HYD. RETURN FILTER AND CHARGE FILTER. INSPECTED MACHINE. DID 100 HOUR SERVICE AS PER OPERATOR. CHANGE ENG. OIL AND FILTER.INSPECT MACHINE.,10 40 semi synthetic,124.12,2.2098,2023
SO0058682-3,2023-05-31,PASEIH,SPRAYS,50 HOUR SERVICE.  CHANGE HUB LUBE ON FOUR HUBS. PLUGGED LOOKED NORMAL FLASHING.CHANGE HYD. RETURN FILTER AND CHARGE FILTER. INSPECTED MACHINE. DID 100 HOUR SERVICE AS PER OPERATOR. CHANGE ENG. OIL AND FILTER.INSPECT MACHINE.,FILTER ELEMENT,24.65,2.2098,2023
SO0058682-7,2023-05-31,PASEIH,SPRAYS,50 HOUR SERVICE.  CHANGE HUB LUBE ON FOUR HUBS. PLUGGED LOOKED NORMAL FLASHING.CHANGE HYD. RETURN FILTER AND CHARGE FILTER. INSPECTED MACHINE. DID 100 HOUR SERVICE AS PER OPERATOR. CHANGE ENG. OIL AND FILTER.INSPECT MACHINE.,FILTER  ENGINE OIL,104.65,2.2098,2023
SO0058682-8,2023-05-31,PASEIH,SPRAYS,50 HOUR SERVICE.  CHANGE HUB LUBE ON FOUR HUBS. PLUGGED LOOKED NORMAL FLASHING.CHANGE HYD. RETURN FILTER AND CHARGE FILTER. INSPECTED MACHINE. DID 100 HOUR SERVICE AS PER OPERATOR. CHANGE ENG. OIL AND FILTER.INSPECT MACHINE.,FILTER  ELEMENT,112.71,2.2098,2023
SO0058682-9,2023-05-31,PASEIH,SPRAYS,going to freeze winterize,NIPPLE,10.34,6.380000000000001,2023
SO0058694-1,2023-05-31,PASEIH,SPRAYS,going to freeze winterize,RV ANTI FREEZE,368.5,6.380000000000001,2023
SO0058699-1,2023-05-31,PASEIH,SPRAYS,going to freeze winterize,3/8 COUPLER,17.8398,6.380000000000001,2023
SO0058699-2,2023-05-31,PASEIH,SPRAYS,going to freeze winterize,1/4 PIPE CL/NIP,6.7,6.380000000000001,2023
SO0058699-3,2023-05-31,PASEIH,SPRAYS,product boom leaks after use of boom air purge system.,REGULATOR,31.1099,2.22,2023
SO0058699-5,2023-05-31,PASEIH,SPRAYS,product boom leaks after use of boom air purge system.,1/2X3/8 FITTING,3.82,2.22,2023
SO0058699-7,2023-05-31,PASEIH,SPRAYS,5 way nozzles hitting product tank.  Spacer kit on order Plastic parts damaged from not enough shielding.,BODY,56.8,1.0999,2023
SO0058699-8,2023-05-31,PASEIH,SPRAYS,5 way nozzles hitting product tank.  Spacer kit on order Plastic parts damaged from not enough shielding.,NUT  LOCK,2.51,1.0999,2023
SO0058700-1,2023-05-31,PASEIH,SPRAYS,5 way nozzles hitting product tank.  Spacer kit on order Plastic parts damaged from not enough shielding.,PLATE  MOUNTING,52.41,1.0999,2023
SO0058700-2,2023-05-31,PASEIH,SPRAYS,5 way nozzles hitting product tank.  Spacer kit on order Plastic parts damaged from not enough shielding.,WASHER,24.24,1.0999,2023
SO0058709-1,2023-05-31,PASEIH,SPRAYS,5 way nozzles hitting product tank.  Spacer kit on order Plastic parts damaged from not enough shielding.,"BOLT,M12 X 85",65.8799,1.0999,2023
SO0058710-1,2023-05-31,PASEIH,SPRAYS,5 way nozzles hitting product tank.  Spacer kit on order Plastic parts damaged from not enough shielding.,BRACKET,40.46,1.0999,2023
SO0058711-1,2023-05-31,PASEIH,SPRAYS,5 way nozzles hitting product tank.  Spacer kit on order Plastic parts damaged from not enough shielding.,BRACKET,40.46,1.0999,2023
SO0058711-2,2023-05-31,PASEIH,SPRAYS,Do service needed,BOLT,2.45,22.919600000000003,2023
SO0058711-4,2023-05-31,PASEIH,SPRAYS,Do service needed,FILTER  FUEL,11.46,22.919600000000003,2023
SO0058716-1,2023-05-31,PASEIH,SPRAYS,Do service needed,FILTER  ENGINE OIL,105.66,22.919600000000003,2023
SO0058722-1,2023-05-31,PASEIH,SPRAYS,Do service needed,FILTER  FUEL,56.5799,22.919600000000003,2023
SO0058722-2,2023-05-31,PASEIH,SPRAYS,Do service needed,OIL,101.1,22.919600000000003,2023
SO0058725-1,2023-05-31,PASEIH,SPRAYS,Do service needed,WASHER,0.7199,22.919600000000003,2023
SO0058725-2,2023-05-31,PASEIH,SPRAYS,Do service needed,NUT  LOCK,1.4199,22.919600000000003,2023
SO0058725-3,2023-06-01,PASEIH,SPRAYS,INSTALL BOOM RECIRCULATION KIT AND PDI,MODULE,0.0,86.58909999999999,2023
SO0058725-5,2023-06-05,PASEIH,SPRAYS,Fencerow nozzle leaking,SENSOR,0.0,0.9,2023
SO0058727-1,2023-06-05,PASEIH,SPRAYS,Fencerow nozzle leaking,NOZZLE,5.85,0.9,2023
SO0058727-12,2023-06-19,PASEIH,SPRAYS,BOOM FOLD UNEVEN AND HITTING CRADLE,1/2 COUPLER,0.0,3.8999,2023
SO0058727-12,2023-06-19,PASEIH,SPRAYS,BOOM FOLD UNEVEN AND HITTING CRADLE,1/2 COUPLER,0.0,3.8999,2023
SO0058727-15,2023-06-19,PASEIH,SPRAYS,BOOM FOLD UNEVEN AND HITTING CRADLE,BAR,0.0,3.8999,2023
SO0058727-2,2023-06-05,PASEIH,SPRAYS,CUSTOMER IS GETTING FAULT. CODE: F ›¼À“ 354›¼À“31.,SENSOR,145.5999,0.9999,2023
SO0058727-3,2023-06-05,PASEIH,SPRAYS,CUSTOMER IS GETTING FAULT. CODE: F ›¼À“ 354›¼À“31.,NOZZLE,0.0,0.9999,2023
SO0058727-4,2023-06-07,PASEIH,SPRAYS,Set up unit and PDI,HARNESS  WIRE,0.0,29.829800000000002,2023
SO0058727-5,2023-06-09,PASEIH,SPRAYS,AUTO BOOM WON'T WORK,SENSOR,669.46,6.52,2023
SO0058727-6,2023-06-09,PASEIH,SPRAYS,PRODUCT LEAK UNDER PRODUCT TANK.,CLAMP,14.1,2.9999000000000002,2023
SO0058727-7,2023-06-09,PASEIH,SPRAYS,PRODUCT LEAK UNDER PRODUCT TANK.,GASKET,3.18,2.9999000000000002,2023
SO0058727-8,2023-06-19,PASEIH,SPRAYS,DEF ERROR CODES,MODULE,715.0,6.3499,2023
SO0058738-1,2023-06-19,PASEIH,SPRAYS,BOOM FOLD UNEVEN AND HITTING CRADLE,FITTING,0.0,3.8999,2023
SO0058744-1,2023-06-19,PASEIH,SPRAYS,BOOM FOLD UNEVEN AND HITTING CRADLE,SEAL  RING,0.0,3.8999,2023
SO0058744-2,2023-06-19,PASEIH,SPRAYS,BOOM FOLD UNEVEN AND HITTING CRADLE,REDUCER,0.0,3.8999,2023
SO0058744-3,2023-06-19,PASEIH,SPRAYS,BOOM FOLD UNEVEN AND HITTING CRADLE,1/4 PIPE CL/NIP,0.0,3.8999,2023
SO0058744-4,2023-06-19,PASEIH,SPRAYS,INSTALL SIDE CAMERA KIT .     THE BOXES WITH CAMERAS SMASHED. TAKING PICTURES.INSTALL  INSTALL SPRAY TIPS MR 110 08INSTALL BOOM RECULATION KITINSTALL DIFFERENT TIRES. SET UP AND PDI MACHINE,CLAMP,3.25,70.2094,2023
SO0058744-6,2023-06-19,PASEIH,SPRAYS,INSTALL SIDE CAMERA KIT .     THE BOXES WITH CAMERAS SMASHED. TAKING PICTURES.INSTALL  INSTALL SPRAY TIPS MR 110 08INSTALL BOOM RECULATION KITINSTALL DIFFERENT TIRES. SET UP AND PDI MACHINE,"""FLANGE VALVE 1""""""",15.28,70.2094,2023
SO0058745-1,2023-06-19,PASEIH,SPRAYS,INSTALL SIDE CAMERA KIT .     THE BOXES WITH CAMERAS SMASHED. TAKING PICTURES.INSTALL  INSTALL SPRAY TIPS MR 110 08INSTALL BOOM RECULATION KITINSTALL DIFFERENT TIRES. SET UP AND PDI MACHINE,SPRAY,500.25,70.2094,2023
SO0058745-2,2023-06-19,PASEIH,SPRAYS,INSTALL SIDE CAMERA KIT .     THE BOXES WITH CAMERAS SMASHED. TAKING PICTURES.INSTALL  INSTALL SPRAY TIPS MR 110 08INSTALL BOOM RECULATION KITINSTALL DIFFERENT TIRES. SET UP AND PDI MACHINE,GASKET,1.25,70.2094,2023
SO0058755-1,2023-06-19,PASEIH,SPRAYS,INSTALL SIDE CAMERA KIT .     THE BOXES WITH CAMERAS SMASHED. TAKING PICTURES.INSTALL  INSTALL SPRAY TIPS MR 110 08INSTALL BOOM RECULATION KITINSTALL DIFFERENT TIRES. SET UP AND PDI MACHINE,FITTING,0.0,70.2094,2023
SO0058758-3,2023-06-19,PASEIH,SPRAYS,INSTALL SIDE CAMERA KIT .     THE BOXES WITH CAMERAS SMASHED. TAKING PICTURES.INSTALL  INSTALL SPRAY TIPS MR 110 08INSTALL BOOM RECULATION KITINSTALL DIFFERENT TIRES. SET UP AND PDI MACHINE,FITTING,4.86,70.2094,2023
SO0058758-4,2023-06-19,PASEIH,SPRAYS,INSTALL SIDE CAMERA KIT .     THE BOXES WITH CAMERAS SMASHED. TAKING PICTURES.INSTALL  INSTALL SPRAY TIPS MR 110 08INSTALL BOOM RECULATION KITINSTALL DIFFERENT TIRES. SET UP AND PDI MACHINE,REGULATOR,0.0,70.2094,2023
SO0058762-1,2023-06-19,PASEIH,SPRAYS,INSTALL SIDE CAMERA KIT .     THE BOXES WITH CAMERAS SMASHED. TAKING PICTURES.INSTALL  INSTALL SPRAY TIPS MR 110 08INSTALL BOOM RECULATION KITINSTALL DIFFERENT TIRES. SET UP AND PDI MACHINE,GAUGE,0.0,70.2094,2023
SO0058763-1,2023-06-19,PASEIH,SPRAYS,INSTALL SIDE CAMERA KIT .     THE BOXES WITH CAMERAS SMASHED. TAKING PICTURES.INSTALL  INSTALL SPRAY TIPS MR 110 08INSTALL BOOM RECULATION KITINSTALL DIFFERENT TIRES. SET UP AND PDI MACHINE,SEAL  RING,2.4199,70.2094,2023
SO0058767-17,2023-06-19,PASEIH,SPRAYS,INSTALL SIDE CAMERA KIT .     THE BOXES WITH CAMERAS SMASHED. TAKING PICTURES.INSTALL  INSTALL SPRAY TIPS MR 110 08INSTALL BOOM RECULATION KITINSTALL DIFFERENT TIRES. SET UP AND PDI MACHINE,PIN,10.48,70.2094,2023
SO0058773-1,2023-06-19,PASEIH,SPRAYS,INSTALL SIDE CAMERA KIT .     THE BOXES WITH CAMERAS SMASHED. TAKING PICTURES.INSTALL  INSTALL SPRAY TIPS MR 110 08INSTALL BOOM RECULATION KITINSTALL DIFFERENT TIRES. SET UP AND PDI MACHINE,2X2 FLANGE CPG,14.25,70.2094,2023
SO0058773-2,2023-06-19,PASEIH,SPRAYS,INSTALL SIDE CAMERA KIT .     THE BOXES WITH CAMERAS SMASHED. TAKING PICTURES.INSTALL  INSTALL SPRAY TIPS MR 110 08INSTALL BOOM RECULATION KITINSTALL DIFFERENT TIRES. SET UP AND PDI MACHINE,1/2 COUPLER,6.46,70.2094,2023
SO0058774-3,2023-06-19,PASEIH,SPRAYS,INSTALL SIDE CAMERA KIT .     THE BOXES WITH CAMERAS SMASHED. TAKING PICTURES.INSTALL  INSTALL SPRAY TIPS MR 110 08INSTALL BOOM RECULATION KITINSTALL DIFFERENT TIRES. SET UP AND PDI MACHINE,1/4 PIPE CL/NIP,3.24,70.2094,2023
SO0058774-5,2023-06-19,PASEIH,SPRAYS,INSTALL SIDE CAMERA KIT .     THE BOXES WITH CAMERAS SMASHED. TAKING PICTURES.INSTALL  INSTALL SPRAY TIPS MR 110 08INSTALL BOOM RECULATION KITINSTALL DIFFERENT TIRES. SET UP AND PDI MACHINE,REDUCER,9.74,70.2094,2023
SO0058774-6,2023-06-19,PASEIH,SPRAYS,When using boom purge system. With a boom recirculation kit installed. It is causing boom leaks,FITTING,8.4199,5.0797,2023
SO0058774-8,2023-06-19,PASEIH,SPRAYS,When using boom purge system. With a boom recirculation kit installed. It is causing boom leaks,REGULATOR,31.1099,5.0797,2023
SO0058774-9,2023-06-19,PASEIH,SPRAYS,When using boom purge system. With a boom recirculation kit installed. It is causing boom leaks,GAUGE,24.91,5.0797,2023
SO0058775-3,2023-06-28,PONDE,TRACT2,SERVICE,AIR FILTER,30.16,7.0197,2023
SO0058775-4,2023-06-28,PONDE,TRACT2,SERVICE,FILTER  ENGINE OIL,14.46,7.0197,2023
SO0058775-5,2023-06-28,PONDE,TRACT2,SERVICE,AIR FILTER,33.4399,7.0197,2023
SO0058775-7,2023-06-28,PONDE,TRACT2,SERVICE,FILTER,59.14,7.0197,2023
SO0058776-16,2023-06-28,PONDE,TRACT2,SERVICE,PANEL AIR FILTER,52.2,7.0197,2023
SO0058779-1,2023-06-28,PONDE,TRACT2,SERVICE,NO.1 15W40 5 GAL,79.98,7.0197,2023
SO0058783-1,2023-07-06,PASEIH,SPRAYS,-NCV offline faults. Found a retaining clip broke on connector for NCV.,HARNESS  WIRE,966.5099,2.22,2023
SO0058794-1,2023-07-06,PASEIH,SPRAYS,-Door would not latch correctly and would pop open.,LOCK,187.02,0.0,2023
SO0058794-3,2023-07-12,PASEIH,SPRAYS,Massive product leak under machine,ELBOW,11.96,2.74,2023
SO0058794-4,2023-07-12,PASEIH,SPRAYS,Massive product leak under machine,TRANSDUCER,319.28,2.74,2023
SO0058796-1,2023-07-13,PASEIH,SPRAYS,Door flew open and broke the glass,LOCK,182.0,0.0,2023
SO0058796-4,2023-07-17,PESSTo,BALER,BROKEN PLUNGERCUSTOMER BROUGHTBALER BACK IN COMPLAINING THAT THE PLUNGER WAS HITTING,SINGLE SLO,60.6,29.5295,2023
SO0058796-5,2023-07-17,PESSTo,BALER,BROKEN PLUNGERCUSTOMER BROUGHTBALER BACK IN COMPLAINING THAT THE PLUNGER WAS HITTING,SINGLE SLO,26.24,29.5295,2023
SO0058796-6,2023-07-17,PESSTo,BALER,BROKEN PLUNGERCUSTOMER BROUGHTBALER BACK IN COMPLAINING THAT THE PLUNGER WAS HITTING,SINGLE SLO,27.64,29.5295,2023
SO0058797-1,2023-07-17,PESSTo,BALER,BROKEN PLUNGERCUSTOMER BROUGHTBALER BACK IN COMPLAINING THAT THE PLUNGER WAS HITTING,SHIM,74.0,29.5295,2023
SO0058803-11,2023-07-17,PESSTo,BALER,BROKEN PLUNGERCUSTOMER BROUGHTBALER BACK IN COMPLAINING THAT THE PLUNGER WAS HITTING,SHIM,41.68,29.5295,2023
SO0058805-1,2023-07-17,PESSTo,BALER,BROKEN PLUNGERCUSTOMER BROUGHTBALER BACK IN COMPLAINING THAT THE PLUNGER WAS HITTING,SHIM,47.4399,29.5295,2023
SO0058807-3,2023-07-17,PESSTo,BALER,BROKEN PLUNGERCUSTOMER BROUGHTBALER BACK IN COMPLAINING THAT THE PLUNGER WAS HITTING,WRAPPER,98.68,29.5295,2023
SO0058807-4,2023-07-17,PESSTo,BALER,BROKEN PLUNGERCUSTOMER BROUGHTBALER BACK IN COMPLAINING THAT THE PLUNGER WAS HITTING,DOUBLE SLO,94.1,29.5295,2023
SO0058807-5,2023-07-17,PESSTo,BALER,BROKEN PLUNGERCUSTOMER BROUGHTBALER BACK IN COMPLAINING THAT THE PLUNGER WAS HITTING,DOUBLE SLO,37.64,29.5295,2023
SO0058817-1,2023-07-17,PESSTo,BALER,BROKEN PLUNGERCUSTOMER BROUGHTBALER BACK IN COMPLAINING THAT THE PLUNGER WAS HITTING,SHIM,52.28,29.5295,2023
SO0058817-2,2023-07-17,PESSTo,BALER,BROKEN PLUNGERCUSTOMER BROUGHTBALER BACK IN COMPLAINING THAT THE PLUNGER WAS HITTING,SHIM,45.3999,29.5295,2023
SO0058817-4,2023-07-17,PESSTo,BALER,BROKEN PLUNGERCUSTOMER BROUGHTBALER BACK IN COMPLAINING THAT THE PLUNGER WAS HITTING,HEX SOC HD BOLT-,14.2,29.5295,2023
SO0058817-5,2023-07-17,PESSTo,BALER,BROKEN PLUNGERCUSTOMER BROUGHTBALER BACK IN COMPLAINING THAT THE PLUNGER WAS HITTING,PLUNGER KNIFE,141.71,29.5295,2023
SO0058817-7,2023-07-17,PESSTo,BALER,BROKEN PLUNGERCUSTOMER BROUGHTBALER BACK IN COMPLAINING THAT THE PLUNGER WAS HITTING,MACHINRY BUSHING,0.52,29.5295,2023
SO0058817-8,2023-07-17,PESSTo,BALER,BROKEN PLUNGERCUSTOMER BROUGHTBALER BACK IN COMPLAINING THAT THE PLUNGER WAS HITTING,SHIM,126.16,29.5295,2023
SO0058819-1,2023-07-17,PESSTo,BALER,BROKEN PLUNGERCUSTOMER BROUGHTBALER BACK IN COMPLAINING THAT THE PLUNGER WAS HITTING,5/16-18 FLANGE NUT,0.56,29.5295,2023
SO0058829-1,2023-07-17,PESSTo,BALER,BROKEN PLUNGERCUSTOMER BROUGHTBALER BACK IN COMPLAINING THAT THE PLUNGER WAS HITTING,PLUNGER/KNIFE,81.03,29.5295,2023
SO0058829-2,2023-07-17,PESSTo,BALER,BROKEN PLUNGERCUSTOMER BROUGHTBALER BACK IN COMPLAINING THAT THE PLUNGER WAS HITTING,PLOW BOLT-1/2-13,22.5,29.5295,2023
SO0058829-4,2023-07-17,PESSTo,BALER,BROKEN PLUNGERCUSTOMER BROUGHTBALER BACK IN COMPLAINING THAT THE PLUNGER WAS HITTING,5/16 x1-1/4 PLOW BOLT,33.6999,29.5295,2023
SO0058830-1,2023-07-17,PESSTo,BALER,BROKEN PLUNGERCUSTOMER BROUGHTBALER BACK IN COMPLAINING THAT THE PLUNGER WAS HITTING,CASTING,26.81,29.5295,2023
SO0058832-1,2023-07-17,PESSTo,BALER,BROKEN PLUNGERCUSTOMER BROUGHTBALER BACK IN COMPLAINING THAT THE PLUNGER WAS HITTING,ROLLER BEARING,152.0,29.5295,2023
SO0058835-1,2023-07-17,PESSTo,BALER,BROKEN PLUNGERCUSTOMER BROUGHTBALER BACK IN COMPLAINING THAT THE PLUNGER WAS HITTING,OUTR PLNGR KNIFE,112.56,29.5295,2023
SO0058835-4,2023-07-17,PESSTo,BALER,BROKEN PLUNGERCUSTOMER BROUGHTBALER BACK IN COMPLAINING THAT THE PLUNGER WAS HITTING,HEX CAP SCREW-5/,3.55,29.5295,2023
SO0058835-6,2023-07-17,PESSTo,BALER,BROKEN PLUNGERCUSTOMER BROUGHTBALER BACK IN COMPLAINING THAT THE PLUNGER WAS HITTING,GR 5 HARDWARE,3.85,29.5295,2023
SO0058835-7,2023-07-21,PASEIH,SPRAYS,HYDRAULIC LEAK ON LH FRONT SIDE OF SPRAYER,O-RING,0.5999,3.37,2023
SO0058835-8,2023-07-21,PASEIH,SPRAYS,HYDRAULIC LEAK ON LH FRONT SIDE OF SPRAYER,OIL HV46 5GAL HYDRAULIC,254.65,3.37,2023
SO0058835-9,2023-07-21,PASEIH,SPRAYS,OIL LEAK ON REAR OF SPRAYER,HOSE,69.53,6.0499,2023
SO0058842-1,2023-07-24,PASEIH,SPRAYS,FUEL TANK SUCKED IN.,CAP,32.57,4.7299,2023
SO0058842-3,2023-07-24,PASEIH,SPRAYS,FUEL TANK SUCKED IN.,TANK,853.72,4.7299,2023
SO0058842-5,2023-08-02,PASEIH,SPRAYS,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,FILTER  FUEL,12.08,11.2398,2023
SO0058842-6,2023-08-02,PASEIH,SPRAYS,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,FILTER  AIR - SECONDARY,85.8799,11.2398,2023
SO0058848-1,2023-08-02,PASEIH,SPRAYS,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,FILTER  AIR - PRIMARY,115.7,11.2398,2023
SO0058849-1,2023-08-02,PASEIH,SPRAYS,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,FILTER  AIR - CAB,163.5,11.2398,2023
SO0058856-1,2023-08-02,PASEIH,SPRAYS,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,STRAINER  FILTER,110.33,11.2398,2023
SO0058856-2,2023-08-02,PASEIH,SPRAYS,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,TEE,11.18,11.2398,2023
SO0058856-4,2023-08-02,PASEIH,SPRAYS,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,FILTER  ELEMENT,112.71,11.2398,2023
SO0058859-1,2023-08-02,PASEIH,SPRAYS,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,GASKET,3.82,11.2398,2023
SO0058859-3,2023-08-02,PASEIH,SPRAYS,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,FILTER  FUEL,0.0,11.2398,2023
SO0058859-4,2023-08-02,PASEIH,SPRAYS,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,OIL,107.84,11.2398,2023
SO0058859-5,2023-08-02,PASEIH,SPRAYS,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,FILTER  FUEL,56.5799,11.2398,2023
SO0058859-7,2023-08-02,PASEIH,SPRAYS,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,FILTER ELEMENT,24.65,11.2398,2023
SO0058863-1,2023-08-02,PASEIH,SPRAYS,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,2X1 1/4 MANI/HB,2.1499,11.2398,2023
SO0058873-1,2023-08-02,PASEIH,SPRAYS,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,"2.0FLH,EPDM",0.0,11.2398,2023
SO0058873-2,2023-08-02,PASEIH,SPRAYS,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,HOSE/CLAMP,4.98,11.2398,2023
SO0058873-3,2023-08-02,PASEIH,SPRAYS,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,CLAMP,20.55,11.2398,2023
SO0058873-4,2023-08-02,PASEIH,SPRAYS,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,2 FTSTD->TEE,5.32,11.2398,2023
SO0058873-5,2023-08-02,PASEIH,SPRAYS,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,"2"" manifold elbow",4.1699,11.2398,2023
SO0058873-7,2023-08-02,PASEIH,SPRAYS,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,FLANGED 45,4.45,11.2398,2023
SO0058873-8,2023-08-02,PASEIH,SPRAYS,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,ELB 1.5FLG,2.93,11.2398,2023
SO0058883-1,2023-08-02,PASEIH,SPRAYS,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,CLAMP,9.7599,11.2398,2023
SO0058898-1,2023-08-02,PASEIH,SPRAYS,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,FILTER  ELEMENT,188.46,11.2398,2023
SO0058898-2,2023-08-02,PASEIH,SPRAYS,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,SLEEVE,2.0899,11.2398,2023
SO0058898-3,2023-08-02,PASEIH,SPRAYS,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,FILTER  ENGINE OIL,109.55,11.2398,2023
SO0058898-4,2023-08-02,PASEIH,SPRAYS,Going to freeze,RV ANTI FREEZE,368.5,10.1197,2023
SO0058898-5,2023-08-02,PASEIH,SPRAYS,hyd. oil leak,O-RING,2.1299,17.6399,2023
SO0058898-6,2023-08-02,PASEIH,SPRAYS,hyd. oil leak,OIL HV46 5GAL HYDRAULIC,254.62,17.6399,2023
SO0058898-7,2023-08-02,PASEIH,SPRAYS,hyd. oil leak,TUBE,254.5399,17.6399,2023
